id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
712,Lalita Tiwari,629096650600,87559782888,Bank of India,"House 921, Ambedkar Nagar, Kanpur",Kanpur,NSAP Pension,4621.73,1981-12-06,9475134424,2025-05-17
713,Priya Kewat,826129348065,87494333957,UCO Bank,"House 156, Bapunagar, Dhubri",Dhubri,MGNREGA,13992.87,1983-03-07,9066707245,2021-05-04
714,Ganesh Mehta,438935585843,62656787628,Central Bank,"House 662, Bapunagar, Bhagalpur",Bhagalpur,PM-KISAN,2087.2,1971-01-25,9027071448,2022-01-31
715,Rekha Iyer,318542898483,40742425916,Allahabad Bank,"House 553, Netaji Nagar, Lucknow",Lucknow,PM-KISAN,3039.03,1993-10-10,9439145114,2020-12-05
716,Kamla Nirmalkar,832826889680,40699825212,Bank of Baroda,"House 966, Lal Bahadur Nagar, Varanasi",Varanasi,NSAP Pension,5677.45,1982-03-13,9909640586,2025-09-14
717,Kavita Mehta,068487360036,14930357076,Union Bank,"House 655, Rampur, Barpeta",Barpeta,NSP Scholarship,8073.78,1977-03-04,9114143226,2024-04-10
718,Vinod Rajput,727292496178,12374884839,Union Bank,"House 47, Sardar Patel Nagar, Muzaffarpur",Muzaffarpur,PM Fasal Bima,17912.69,1998-08-27,9830001736,2021-02-02
719,Mohan Patel,118218954346,84762617320,Punjab National Bank,"House 680, Subhash Nagar, Lucknow",Lucknow,PM Fasal Bima,9968.5,1969-02-03,9063018841,2024-11-26
720,Ganesh Sahu,829284806669,36992375285,Allahabad Bank,"House 668, Rampur, Varanasi",Varanasi,PM-KISAN,3041.47,1968-02-22,9351835084,2022-03-14
721,Anjali Nair,001704143682,33657840495,Allahabad Bank,"House 355, Nehru Vihar, Ludhiana",Ludhiana,PMSBY Insurance,1207.92,1971-10-14,9186298050,2023-04-11
722,Munni Roy,990828010963,35863204788,Canara Bank,"House 673, Rajiv Nagar, Varanasi",Varanasi,Ayushman Bharat,30497.81,1994-08-16,9595876137,2025-01-14
723,Umesh Verma,238429422743,10139752305,State Bank of India,"House 742, Sardar Patel Nagar, Gaya",Gaya,Ayushman Bharat,24968.36,1979-12-22,9864144538,2022-12-01
724,Anjali Patel,172383028883,52420554113,Central Bank,"House 373, Indira Colony, Jodhpur",Jodhpur,NSAP Pension,3503.11,1984-04-10,9546481961,2024-02-01
725,Ashok Naidu,031588837481,14636003122,Indian Bank,"House 410, Rampur, Bhagalpur",Bhagalpur,NSP Scholarship,3413.92,1962-01-19,9775694533,2022-09-11
726,Usha Nath,935891816287,07828585837,UCO Bank,"House 718, Nehru Vihar, Udaipur",Udaipur,MGNREGA,4139.04,1996-01-05,9905955584,2024-05-09
727,Seema Kurmi,731508403474,33997451527,Central Bank,"House 790, Rampur, Udaipur",Udaipur,MGNREGA,9705.03,1988-06-24,9045380010,2020-10-17
728,Umesh Nirmalkar,314246581470,95061386670,Punjab National Bank,"House 714, New Colony, Lakhimpur",Lakhimpur,NSP Scholarship,3009.86,1956-04-15,9132521328,2023-04-27
729,Rajesh Naidu,874637348035,73180203460,Bank of Baroda,"House 90, Bapunagar, Darbhanga",Darbhanga,Ayushman Bharat,5706.87,1993-05-26,9111104552,2023-06-22
730,Sunil Mehta,603068054518,54464733022,Canara Bank,"House 758, Gandhi Nagar, Darbhanga",Darbhanga,PM-KISAN,3093.63,1962-06-22,9439275979,2022-04-17
731,Ramesh Tiwari,736837845664,52328687982,Indian Bank,"House 890, Gandhi Nagar, Udaipur",Udaipur,PM Ujjwala,2886.74,1961-06-10,9419069687,2023-01-11
732,Hari Shah,870566580726,93648213329,State Bank of India,"House 869, Nehru Vihar, Patna",Patna,Ayushman Bharat,35607.53,1999-10-24,9973148251,2024-06-25
733,Pooja Roy,569095346170,77494074902,State Bank of India,"House 409, Gandhi Nagar, Gaya",Gaya,PM-KISAN,2177.53,1992-06-04,9663210820,2024-01-16
734,Shanti Chauhan,936425434652,47479564422,Punjab National Bank,"House 99, Indira Colony, Patna",Patna,PMSBY Insurance,1748.44,1958-02-05,9991338525,2022-05-23
735,Anita Shah,243870128218,88642092792,Bank of India,"House 447, Model Town, Goalpara",Goalpara,PM Fasal Bima,24355.38,1989-05-12,9585653131,2023-07-30
736,Anil Iyer,065225381145,53176847379,Central Bank,"House 450, Gandhi Nagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,11905.37,1997-10-21,9651221513,2020-12-05
737,Deepak Verma,273161066177,72547319821,Canara Bank,"House 831, Rampur, Jorhat",Jorhat,MGNREGA,13882.56,1965-06-17,9864190038,2021-09-08
738,Mohan Nirmalkar,906238919357,96246374674,Allahabad Bank,"House 503, Azad Nagar, Barpeta",Barpeta,MGNREGA,11773.49,1988-10-11,9539864784,2024-04-13
739,Babli Patel,700550846110,02562822532,Central Bank,"House 47, Gandhi Nagar, Varanasi",Varanasi,PM Awas Yojana,146567.35,1958-06-27,9826244482,2024-07-22
740,Geeta Iyer,222489859284,37988359849,Canara Bank,"House 981, Nehru Vihar, Darbhanga",Darbhanga,PMSBY Insurance,1833.2,1969-02-18,9170692364,2021-04-22
741,Priya Chauhan,015484241009,34195531882,Central Bank,"Plot No.5, Near Panchayat Office, Gaya",Lucknow,PM-KISAN,4161.09,1978-05-26,9730892426,2024-03-31
742,Mohan Thakur,828452284947,16408274040,Central Bank,"House 479, Gandhi Nagar, Raipur",Raipur,MGNREGA,6367.36,1974-08-21,9275080620,2021-08-20
743,Yogesh Kahar,901980558973,70902134949,Bank of India,"House 332, Krishnanagar, Muzaffarpur",Muzaffarpur,NSP Scholarship,5866.57,1991-05-15,9198997435,2021-03-08
744,Devaki Lodhi,843791449561,85824780102,Canara Bank,"House 138, Rampur, Amritsar",Amritsar,NSAP Pension,2510.73,1984-02-17,9764755701,2023-08-24
745,Pooja Pandey,464524122392,03200571278,UCO Bank,"House 681, Netaji Nagar, Bhagalpur",Bhagalpur,PM Ujjwala,2278.78,1959-03-17,9677246683,2022-11-09
746,Rajesh Mehta,733166789194,80567250490,UCO Bank,"House 653, Rampur, Jaipur",Jaipur,MGNREGA,9403.45,1963-08-31,9094727557,2025-03-01
747,Vinod Chatterjee,909188074771,14793061052,State Bank of India,"House 683, Rajiv Nagar, Bilaspur",Bilaspur,PM Ujjwala,3123.5,1971-04-14,9365978554,2021-11-29
748,Bharat Iyer,127911852068,94804911108,Canara Bank,"House 395, Ambedkar Nagar, Lakhimpur",Lakhimpur,NSP Scholarship,602685.31,1995-07-16,9847756130,2023-02-08
749,Lalita Rani,027342967127,02582154924,State Bank of India,"House 985, Netaji Nagar, Darrang",Darrang,MGNREGA,9099.72,1974-09-08,9125303511,2025-06-25
750,Ritu Das,005754768248,69115168950,Union Bank,"House 358, Gandhi Nagar, Nagaon",Nagaon,PMKVY Skill Dev,18904.09,1996-08-29,9848513413,2021-02-05
751,Asha Pillai,308716329304,28612471858,Punjab National Bank,"House 276, Lal Bahadur Nagar, Darrang",Darrang,PMSBY Insurance,1950.58,1969-08-05,9119750821,2021-06-11
752,Guddi Patel,305565646221,56982292743,UCO Bank,"House 899, Netaji Nagar, Muzaffarpur",Muzaffarpur,NSP Scholarship,10540.62,1960-09-21,9406282191,2025-05-11
753,Umesh Pandey,169881655861,76563835781,Allahabad Bank,"House 617, Rampur, Darbhanga",Darbhanga,PM-KISAN,3858.9,1992-02-07,9346527544,2024-08-03
754,Meera Joshi,099645397264,75241993921,Bank of India,"House 578, New Colony, Sivasagar",Sivasagar,NSAP Pension,4868.39,1982-09-10, ,2021-04-28
755,Prakash Mehta,687190958837,55374796685,Allahabad Bank,"House 354, Ambedkar Nagar, Gaya",Gaya,NSP Scholarship,11183.24,1970-10-14,9890903386,2023-12-19
756,Rekha Singh,586007788017,73024271031,Bank of India,"House 223, Nehru Vihar, Kanpur",Kanpur,PM Awas Yojana,139214.85,2000-12-09,9375915085,2024-02-18
757,Hari Jha,219977337391,17798362459,Central Bank,"House 176, Azad Nagar, Lucknow",Lucknow,PMSBY Insurance,1280.13,1982-05-06,9961231990,2023-04-11
758,Santosh Mukherjee,189135283023,44419548727,Bank of India,"House 843, Lal Bahadur Nagar, Darbhanga",Darbhanga,PM-KISAN,663524.32,1983-10-21,9239912634,2024-05-10
759,Ashok Sharma,935020014965,53727085211,UCO Bank,"House 266, Subhash Nagar, Jorhat",Jorhat,NSP Scholarship,6163.28,1981-01-25,9212152774,2020-12-25
760,Meera Sharma,269543944737,19621935960,Canara Bank,"House 286, Sardar Patel Nagar, Lakhimpur",Lakhimpur,PM Fasal Bima,7017.54,1995-08-17,9050178115,2021-01-27
761,Santosh Thakur,564687278916,43458818907,State Bank of India,"House 560, Bapunagar, Kamrup",Kamrup,PMKVY Skill Dev,15160.26,1966-10-10,9918902974,2022-03-24
762,Kavita Kahar,773819606271,09058894159,State Bank of India,"House 661, Krishnanagar, Bhopal",Bhopal,PM-KISAN,5165.09,1987-01-05,9779415354,2022-10-22
763,Rekha Pandey,715941722439,36309808625,State Bank of India,"House 51, Bapunagar, Jorhat",Jorhat,NSAP Pension,2095.6,1969-04-21,9814044277,2025-04-30
764,Mangala Shah,963436308670,47718829409,Indian Bank,"House 741, Model Town, Bhagalpur",Bhagalpur,Ayushman Bharat,16163.14,1967-09-23,9182458237,2020-11-04
765,Ganga Naidu,839046554134,81758670621,Allahabad Bank,"House 389, Azad Nagar, Bilaspur",Bilaspur,PM Ujjwala,2529.86,1979-03-02,9814481641,2023-01-30
766,Sunil Patel,068806075295,24369074694,Allahabad Bank,"House 292, Ambedkar Nagar, Lakhimpur",Lakhimpur,PMSBY Insurance,1516.53,1963-02-28,9898887225,2022-06-18
767,Kamla Nirmalkar,055605077654,94129948645,Indian Bank,"House 800, Shantinagar, Patna",Patna,PMSBY Insurance,1284.84,1984-11-26,9272858128,2024-08-13
768,Savita Kahar,177877748955,76753933549,Punjab National Bank,"House 846, Rajiv Nagar, Sonitpur",Sonitpur,PMKVY Skill Dev,11602.63,1962-01-22,9866322894,2024-11-06
769,Rajan Kewat,610477962395,09828714512,Punjab National Bank,"House 653, Nehru Vihar, Bhagalpur",Bhagalpur,PM Ujjwala,2687.21,1985-05-03,9032981003,2024-04-11
770,Sunita Rani,154690166046,84195723227,UCO Bank,"House 158, Bapunagar, Barpeta",Barpeta,Ayushman Bharat,47757.73,1960-04-18,9721225731,2023-07-13
771,Kiran Bind,315984181740,85922291253,Punjab National Bank,"House 740, Nehru Vihar, Bilaspur",Bilaspur,NSAP Pension,3719.85,1959-07-05,9687482257,2021-06-21
772,Vinod Gupta,365798999916,34361353413,Central Bank,"House 843, Rajiv Nagar, Lakhimpur",Lakhimpur,PM-KISAN,3082.61,1979-10-29,9389875286,2021-07-18
773,Mamta Sahu,119815700269,82925038254,UCO Bank,"House 870, Netaji Nagar, Jaipur",Jaipur,NSAP Pension,4954.98,1995-01-05,9061878127,2024-04-03
774,Priya Kahar,624279946973,12929199457,Bank of Baroda,"House 199, New Colony, Kamrup",Kamrup,PM Fasal Bima,22898.96,1968-11-27,9127776511,2021-06-20
775,Shanti Naidu,922604322956,62882756472,Indian Bank,"House 130, Rampur, Nagaon",Nagaon,PM-KISAN,4325.07,1971-05-31,9057455436,2021-07-07
776,Neha Nair,039420360114,84217223092,Union Bank,"House 336, Azad Nagar, Sivasagar",Sivasagar,MGNREGA,9351.64,1991-10-28,9699081403,2022-10-19
777,Neha Gupta,075047073143,80831556297,State Bank of India,"House 315, Rampur, Dhubri",Dhubri,NSP Scholarship,11271.63,1984-03-11,9358613336,2022-07-04
778,Kamla Bind,840213673470,61730080619,Canara Bank,"House 824, Ambedkar Nagar, Kanpur",Kanpur,NSP Scholarship,5678.14,1958-12-18,9156403706,2024-12-16
779,Sunil Mukherjee,371145059465,66106934653,Indian Bank,"House 674, Ambedkar Nagar, Lucknow",Lucknow,NSP Scholarship,9932.48,1957-11-10,9150313525,2025-03-29
780,Umesh Nair,094758332810,50122303008,Bank of Baroda,"House 685, Subhash Nagar, Sonitpur",Sonitpur,NSAP Pension,5697.66,1967-12-19,9434670618,2021-08-13
781,Guddi Kewat,907553640676,62877627323,Canara Bank,"House 52, Nehru Vihar, Muzaffarpur",Muzaffarpur,MGNREGA,8662.73,1970-08-28,9803597342,2024-11-04
782,Suresh Kewat,896783409943,46342239714,UCO Bank,"House 357, Azad Nagar, Raipur",Raipur,PMKVY Skill Dev,13835.67,1982-04-17, ,2022-05-23
783,Ganga Lodhi,344380636175,12054046449,UCO Bank,"House 593, Ambedkar Nagar, Jabalpur",Jabalpur,PM-KISAN,3867.78,1917-04-02,9836338564,2024-09-01
784,Hari Chauhan,608521888284,69829364223,Indian Bank,"House 298, Netaji Nagar, Dhubri",Dhubri,NSAP Pension,5656.38,1998-08-19,9133544233,2023-12-13
785,Munni Iyer,737455002594,10194471262,Central Bank,"House 253, Krishnanagar, Gaya",Gaya,NSP Scholarship,7761.86,1994-08-21,9798298096,2021-12-09
786,Sanjay Bind,433512902593,04214369421,Bank of Baroda,"House 405, Rajiv Nagar, Barpeta",Barpeta,MGNREGA,6359.47,1975-04-27,9038322894,2021-11-22
787,Bharat Chauhan,953775911930,88971384062,Allahabad Bank,"House 613, Lal Bahadur Nagar, Nagaon",Nagaon,PMKVY Skill Dev,12341.34,1985-12-24,9929346091,2021-07-22
788,Umesh Naidu,785290033588,90625233115,Punjab National Bank,"House 173, Rampur, Patna",Patna,Ayushman Bharat,47369.48,1968-11-22,9700375368,2022-11-25
789,Rekha Nair,864886170490,10485541661,Canara Bank,"House 118, Azad Nagar, Gorakhpur",Gorakhpur,PM Ujjwala,1939.38,1971-04-13,9882945007,2022-05-29
790,Mamta Mehta,992471183185,42275662553,State Bank of India,"House 307, Lal Bahadur Nagar, Patna",Patna,Ayushman Bharat,22412.93,1998-09-04,9365424974,2024-10-05
791,Ritu Sharma,325857603399,68074550853,Punjab National Bank,"House 238, Sardar Patel Nagar, Ludhiana",Ludhiana,Ayushman Bharat,6142.58,1989-06-24,9248190110,2023-01-23
792,Rakesh Patel,608865084359,68905159814,Central Bank,"Plot No.2, Near Panchayat Office, Jorhat",Sivasagar,MGNREGA,10852.31,1998-12-27,9085008364,2023-05-12
793,Sunil Chauhan,087301419406,33570476251,Canara Bank,"House 185, Rajiv Nagar, Varanasi",Varanasi,MGNREGA,410005.58,1979-04-14,9998760306,2023-12-17
794,Deepak Mallah,317022330351,11842933435,Bank of Baroda,"House 73, Nehru Vihar, Bilaspur",Bilaspur,Ayushman Bharat,20318.61,1960-10-14,9072468411,2023-07-19
795,Suman Gupta,893889137577,37659008372,State Bank of India,"House 84, Nehru Vihar, Gorakhpur",Gorakhpur,PM Fasal Bima,17844.07,1989-04-23,9202271426,2021-12-22
796,Asha Kurmi,809139508119,04883340492,Indian Bank,"House 184, Netaji Nagar, Dhubri",Dhubri,PM-KISAN,4773.73,1968-12-27,9147150870,2025-05-10
797,Pushpa Gupta,787577811495,49720764504,Bank of Baroda,"House 823, New Colony, Jabalpur",Jabalpur,MGNREGA,5553.11,1978-11-11,9734432458,2023-11-15
798,Anjali Shah,674428626769,16665854523,Allahabad Bank,"House 332, Ambedkar Nagar, Kamrup",Kamrup,MGNREGA,3983.96,1980-02-19,9284547793,2024-01-22
799,Kiran Bind,674985545623,54615796100,Bank of Baroda,"House 157, New Colony, Kamrup",Kamrup,Ayushman Bharat,29931.23,1986-01-01,9273953284,2021-05-08
800,Leela Joshi,649817922168,03308176301,Union Bank,"House 263, Rampur, Sonitpur",Sonitpur,Ayushman Bharat,29994.53,1983-09-27,9194663047,2022-12-21
801,Vinod Mehta,188942332928,14636003122,State Bank of India,"House 103, Rampur, Muzaffarpur",Muzaffarpur,MGNREGA,13629.39,1999-05-13,9200645666,2023-01-04
802,Ganesh Tiwari,799747417850,19567461606,Punjab National Bank,"House 35, Nehru Vihar, Raipur",Raipur,PM Awas Yojana,124881.21,1930-09-06,9648337138,2025-04-24
803,Ramesh Mishra,571509840956,42290600583,Central Bank,"House 774, Indira Colony, Sonitpur",Sonitpur,PM Fasal Bima,5645.88,1961-11-13,9063317244,2022-04-14
804,Mangala Rani,929638825043,66365849926,Union Bank,"House 924, Sardar Patel Nagar, Nagaon",Nagaon,PMKVY Skill Dev,18061.07,1932-01-23,9064180152,2024-09-08
805,Umesh Kewat,299383129961,94343824013,Allahabad Bank,"House 901, Bapunagar, Darrang",Darrang,NSP Scholarship,3211.92,1958-03-05,9951436045,2025-09-27
806,Suman Roy,775443951927,77727828562,State Bank of India,"House 606, Rampur, Lucknow",Lucknow,PM Fasal Bima,21296.56,1967-02-08,9442917979,2021-06-13
807,Rajesh Bose,152642965464,27816615355,Bank of India,"House 249, Model Town, Bilaspur",Bilaspur,NSAP Pension,3677.3,1990-04-20,9400455492,2024-01-13
808,Ganesh Gupta,618262761743,59850065910,Canara Bank,"House 965, Azad Nagar, Jodhpur",Jodhpur,NSP Scholarship,10077.04,1997-07-06,9256658101,2023-08-17
809,Vijay Roy,583871450675,67364065329,Punjab National Bank,"House 388, Indira Colony, Kamrup",Kamrup,PM-KISAN,4098.73,1966-01-14,9785529884,2024-06-01
810,Babli Rajput,414291973960,96370740651,UCO Bank,"House 984, Lal Bahadur Nagar, Jabalpur",Jabalpur,PM Fasal Bima,24437.89,1997-04-11,9070893376,2023-03-21
811,Ramesh Chatterjee,476331480807,48956773264,Canara Bank,"House 265, Indira Colony, Kanpur",Kanpur,PM-KISAN,2058.72,1982-03-06,9537408479,2024-05-13
812,Kamla Das,825811222810,86253999250,Allahabad Bank,"House 829, Netaji Nagar, Allahabad",Allahabad,MGNREGA,5255.88,1985-02-23,9127803613,2022-10-16
813,Guddi Joshi,676927803365,29979198481,Bank of Baroda,"House 597, Shantinagar, Darbhanga",Darbhanga,NSP Scholarship,8301.46,1996-10-06,9428889889,2021-02-12
814,Usha Kumar,607025046139,14023873125,Allahabad Bank,"House 140, Netaji Nagar, Lakhimpur",Lakhimpur,PMSBY Insurance,1828.32,1977-05-15,9036479348,2024-03-02
815,Pooja Gupta,553105604573,27107744043,Bank of India,"House 318, Model Town, Ludhiana",Ludhiana,Ayushman Bharat,11318.33,1989-07-07,9146713259,2023-02-13
816,Umesh Kahar,105927021366,31580787093,Bank of Baroda,"House 758, Model Town, Bhagalpur",Bhagalpur,NSAP Pension,2340.55,1967-03-11,9728428043,2025-06-03
817,Hitesh Kahar,368013532865,87872353457,Indian Bank,"House 883, Subhash Nagar, Jorhat",Jorhat,PM-KISAN,5873.91,1983-10-26, ,2024-06-02
818,Suman Patel,311869535318,55426299268,State Bank of India,"House 745, Model Town, Kanpur",Kanpur,PM Ujjwala,3002.47,1992-07-05,9054340317,2024-06-07
819,Deepak Lodhi,369420282602,24607592251,State Bank of India,"House 246, Rajiv Nagar, Varanasi",Varanasi,NSP Scholarship,5962.89,1964-02-09,9758801412,2024-09-22
820,Deepak Mallah,969320562688,58723164180,Canara Bank,"House 742, Lal Bahadur Nagar, Lucknow",Lucknow,NSP Scholarship,5140.54,1995-03-05,9500337671,2023-09-29
821,Ganesh Mehta,509037228112,14636003122,Union Bank,"House 935, Krishnanagar, Jorhat",Jorhat,PM-KISAN,3340.27,1983-04-20,9884663992,2023-07-30
822,Rajan Ghosh,497373513558,82654402492,Punjab National Bank,"House 970, Gandhi Nagar, Sivasagar",Sivasagar,PMKVY Skill Dev,18931.1,1988-03-25,9892230193,2025-12-09
823,Vinod Tiwari,705256876531,08676013353,Central Bank,"House 113, Bapunagar, Goalpara",Goalpara,NSP Scholarship,7232.96,1976-09-11,9111031734,2021-07-26
824,Lalita Chauhan,569138064588,86005129943,State Bank of India,"House 532, Model Town, Bhagalpur",Bhagalpur,MGNREGA,7338.33,1999-11-25,9140442069,2023-05-05
825,Ganesh Joshi,420762894915,27737695733,Bank of Baroda,"House 429, Gandhi Nagar, Allahabad",Allahabad,PMKVY Skill Dev,14725.5,1997-11-27,9445912805,2020-11-14
826,Sunil Nirmalkar,727146456713,15780091460,Canara Bank,"House 228, Model Town, Bhopal",Bhopal,PMSBY Insurance,1242.77,1994-01-07,9711108136,2021-05-24
827,Mamta Das,930449483180,61783401411,Bank of Baroda,"House 690, Indira Colony, Amritsar",Amritsar,PMKVY Skill Dev,8833.39,1976-12-31, ,2025-06-20
828,Hari Pillai,136618937333,74518202043,State Bank of India,"House 131, Subhash Nagar, Bhagalpur",Bhagalpur,NSAP Pension,5307.31,1976-03-11,9085640714,2022-09-21
829,Hari Singh,778545198447,45462176544,Punjab National Bank,"House 499, Indira Colony, Sonitpur",Sonitpur,NSAP Pension,2750.42,1978-01-08,9555530443,2021-09-11
830,Naresh Kewat,296301040475,19335580996,UCO Bank,"House 820, Gandhi Nagar, Bhagalpur",Bhagalpur,MGNREGA,8229.42,1983-08-19,9297509609,2024-07-08
831,Mamta Sahu,661854168881,64554015462,UCO Bank,"House 551, Ambedkar Nagar, Raipur",Raipur,Ayushman Bharat,16120.22,1997-12-03,9020683065,2024-05-11
832,Sunil Rani,522957042977,50780733117,Union Bank,"House 828, Rampur, Bhagalpur",Bhagalpur,PM Fasal Bima,13388.25,1980-01-30,9679930032,2021-07-18
833,Rekha Bose,807462827742,84548586888,UCO Bank,"House 932, Sardar Patel Nagar, Kamrup",Kamrup,PM Awas Yojana,140362.79,1965-03-25,9044027619,2023-11-23
834,Asha Maurya,223350196527,50996853266,Bank of Baroda,"Plot No.4, Near Panchayat Office, Sonitpur",Lucknow,Ayushman Bharat,22717.68,1970-07-08,9839018122,2024-05-20
835,Mukesh Reddy,756448283834,78637230748,Bank of Baroda,"House 652, Subhash Nagar, Jorhat",Jorhat,MGNREGA,9693.47,1957-08-26,9095978017,2024-01-22
836,Umesh Devi,359873927500,80618164970,Canara Bank,"House 95, Sardar Patel Nagar, Kanpur",Kanpur,NSP Scholarship,3993.72,1973-03-29,9363119578,2021-11-09
837,Hari Kahar,978579456088,38888896097,Bank of Baroda,"House 681, Nehru Vihar, Jaipur",Jaipur,PM Ujjwala,2536.76,1974-07-26,9478093887,2022-06-20
838,Vinod Maurya,229002045720,24594353034,Union Bank,"House 956, Gandhi Nagar, Sivasagar",Sivasagar,NSAP Pension,5264.45,1993-09-24,9820935765,2025-03-08
839,Mukesh Mishra,026633496084,53813979144,Bank of Baroda,"House 792, Lal Bahadur Nagar, Bhopal",Bhopal,PM Fasal Bima,7954.91,1981-03-03,9360891827,2020-11-21
840,Parvati Chatterjee,860403961707,50724428614,Indian Bank,"House 644, Netaji Nagar, Muzaffarpur",Muzaffarpur,MGNREGA,14393.12,1987-10-19,9105771106,2021-02-27
841,Hitesh Nair,259541628816,60040669778,Bank of Baroda,"House 412, Shantinagar, Gorakhpur",Gorakhpur,PMSBY Insurance,1560.89,1978-05-19,9173896603,2021-08-27
842,Ashok Chauhan,670465937237,38332545398,UCO Bank,"Plot No.5, Near Panchayat Office, Gaya",Kanpur,NSP Scholarship,3219.24,1959-01-04,9013958292,2023-09-29
843,Devaki Pillai,372565703922,04254009240,Bank of India,"House 962, Netaji Nagar, Kamrup",Kamrup,NSAP Pension,3717.31,1961-09-12,9341124145,2021-08-28
844,Mahesh Bind,737996415015,55647165683,Indian Bank,"House 283, Nehru Vihar, Patna",Patna,NSP Scholarship,4633.53,1958-12-13,9599474170,2025-01-09
845,Shanti Chauhan,611029618764,42637120710,Indian Bank,"House 967, Ambedkar Nagar, Lucknow",Lucknow,MGNREGA,9128.63,1984-05-23,9270539776,2024-10-14
